station_id,station_name,new_station_name,region,province,city,barangay,date_established,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,horizontal_coords_source,horizontal_date_entry,horizontal_datum,horizontal_reference,elevation_horizontal_datum,horizontal_authority,horizontal_order,horizontal_date_computed,horizontal_fix,elevation,ellipsoidal_height,elevation_date_entry,elevation_datum,elevation_established_datum,elevation_authority,elevation_order,elevation_date_computed,elevation_fix,mark_status,mark_type,mark_const,authority,wgs84ND,wgs84NM,wgs84NS,wgs84ED,wgs84EM,wgs84ES,ellipz,image,inscription,description,encoder,ucode,latitude,longitude,date_updated,bm_plus,accuracy_class,lon,lat,elevation_alt,latitude_decimal,longitude_decimal,status_tag,epoch
,MM-863 (TBM-30),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,PACO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,2.676,0,11/30/1999,1,,,1,09/30/2022,1,1,28,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-863 (TBM-30) is in Metro Manila, City of Manila, Brgy. 685, Paco District. Station is located along Quirino Ave. at the intersection with Paz St. It is the tip of the NE metal bolt at the base of an electric light post situated at the NE corner of the Potters House Christian Fellowship. Mark is the tip of a metal bolt of an street light post.",Dexter Alamar,108182,14.5761333333333,120.996036111111,11/24/2022 3:05:02 PM,0.022192,2 CM,120 59 45.73,14 34 34.08,0,,,0,2022
,MM-862 (TBM-29),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,PACO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,2.8654,0,11/30/1999,1,,,1,09/30/2022,1,1,28,4,NAMRIA,0,0,0,0,0,0,0,,,"MM-862 (TBM-29) is in Metro Manila, City of Manila, Brgy. 812, Paco District. Station is located at the sidewalk along Pedro Gil St. It is the NE metal bolt at the base of an street light post W of Pedro Gil Bridge II. Mark is the tip of a metal bolt at the base of an electric light post.",Dexter Alamar,108183,14.5793194444444,121.004186111111,11/24/2022 3:04:23 PM,0.02152,2 CM,121 0 15.07,14 34 45.55,0,,,0,2022
,MM-861 (BM-2),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,STA. MESA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,4.4873,0,11/30/1999,1,,,1,09/30/2022,1,1,26,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-861 is in Metro Manila, City of Manila, Brgy. 621, Santa Ana District. Station is located along New Panaderos Extension. Established near the E tip of the center island of Lambingan Bridge. Mark is the head of a metal screw embedded centered on a 15 x 15 cm. cement putty with inscription ''BM-2, 2012''.",Dexter Alamar,108185,14.5872111111111,121.013322222222,11/24/2022 2:21:57 PM,0.019541,2 CM,121 0 47.96,14 35 13.96,0,,,0,2022
,MM-57,0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,MALATE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,2.4583,0,11/30/1999,1,,,1,09/30/2022,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-57 is in the city of Manila, Barangay 683 Zone 74 Malate. It is located at the NE corner of the intersection of A. Mabini and Quirino Avenue, set on top of an oval-shaped concrete light post foundation and is about 0.86 m above the sidewalk surface level. Mark is a 1/4 brass rod set in a drilled hole surrounded by a cement putty with inscriptions ""MM-57; 2009; NAMRIA"".",Dexter Alamar,108187,14.5651944444444,120.986891666667,11/24/2022 3:21:56 PM,0.02289,2 CM,120 59 12.81,14 33 54.7,0,,,0,2022
,MM-699 (GPS-3),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,MALATE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,1.9632,0,11/30/1999,1,,,1,09/30/2022,1,1,27,10,NAMRIA,0,0,0,0,0,0,0,,,"GPS-3 (DPWH) is in the Province of Metro Manila, City of Manila, Barangay 721 Malate. It is located at the ""NE"" corner of the intersection of Quirino Ave. and Roxas Blvd. It is at the ""E"" side of the Street Light post, ""SW"" of SZE Chuan House Restaurant and about 4 m. ""S"" of Elpidio Quirino monument. Mark is the head of a 4"" concrete nail centered on a 25 x 25 cm. cement putty with inscription "" GPS-3; DPWH; 2015"".",Dexter Alamar,108188,14.5645166666667,120.985144444444,11/24/2022 3:22:26 PM,0.022947,2 CM,120 59 6.52,14 33 52.26,0,,,0,2022
,MM-698 (TBM-15),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,MALATE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,2.5151,0,11/30/1999,1,,,1,09/30/2022,1,1,24,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-15 is in the Province of Metro Manila, City of Manila, Barangay 699 Malate. It is located on top of the concrete base of an street light post, ""NW"" portion of Rajah Sulayman Park. About 36 meter ""S"" of Max Restaurant. Mark is the top of a 1 inch steel bolt on top of the concrete base of an street light post.",Dexter Alamar,108189,14.5688,120.983430555556,11/24/2022 3:22:55 PM,0.023057,2 CM,120 59 0.35,14 34 7.68,0,,,0,2022
,MM-697 (TBM-16),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,ERMITA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,2.1687,0,11/30/1999,1,,,1,09/30/2022,1,1,24,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-16 is in the Province of Metro Manila, City of Manila, Barangay 668 Ermita. It is located on top of the concrete base of an street light post, ""NE"" corner of the intersection of Pedro Gil and Roxas Blvd. (Service Road) Mark is the top of a 1 inch iron bolt at the base of a street light post.",Dexter Alamar,108190,14.5732555555556,120.981283333333,11/24/2022 3:23:29 PM,0.023131,2 CM,120 58 52.62,14 34 23.72,0,,,0,2022
,MM-696 (TBM-17),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,ERMITA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,2.6416,0,11/30/1999,1,,,1,09/30/2022,1,1,24,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-17 is in the Province of Metro Manila, City of Manila, Barangay Ermita. It is located in the intersection of Roxas Blvd. and South Road, on top of the concrete base of the stop light post, at the tip of the center island at South Road opposite Kalaw Ave., Rizal Park. Mark is the top of a 1 inch iron bolt at the base of a stop light post.",Dexter Alamar,108191,14.6440333333333,121.037238888889,11/24/2022 3:24:05 PM,0.023148,2 CM,121 2 14.06,14 38 38.52,0,,,0,2022
,MMA-115,0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,ERMITA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,3.7711,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-115 is in Metro Manila, City of Manila, Brgy. Luneta Park. It is located along Roxas Boulevard. Established near the NW corner of San Lorenzo Ruiz Plaza, about 60 meters SW of Km Post 0 and 30 meters SW of the Carabao Statue. Mark is the head of a 4"" flattened copper nail centered and set on top of a 20 cm x 20 cm concrete monument with inscription ""MMA-115, 2011, NAMRIA"". Note: GCP was DISTURBED reported by Hydrography Branch September 2023",TIM,108192,14.5810277777778,120.9756675,09/20/2023 7:48:15 AM,0.023133,2 CM,120 58 32.403,14 34 51.7,0,,,2,2022
,MM-859 (GM-4J-A),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,DOÑA IMELDA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,4.027,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"BM-GM-4J-A is in the Province of Metro Manila, City of Quezon, Brgy. Doña Emelda along Aurora Boulevard.The station is located at the top of a concrete pavement beside the PLDT box, 1 meter electric post and 10 meters From Metrobank Building. It is also 20 meters from foot the bridge. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''GM-4J-A,2013, NAMRIA''",Dexter Alamar,108194,14.6058611111111,121.018527777778,11/25/2022 9:28:49 AM,0.017766,2 CM,121 1 6.7,14 36 21.1,0,,,0,2022
,MM-858 (TBM-27),0,NCR,NCR - SECOND DISTRICT,CITY OF MANDALUYONG,WACK-WACK GREENHILLS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,38.7046,0,11/30/1999,1,,,1,09/30/2022,1,1,28,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-858 (TBM-27) is in Metro Manila, City of Mandaluyong, Brgy. Wack-Wack Greenhills. Station is located along Shaw Boulevard at the intersection with EDSA, right side to Sta. Mesa. Established on the sidewalk SW corner of Shangrila Plaza. It is the W most tip of a metal bolt of an street light post. Mark is the tip of the W most metal bolt of an street light post.",Dexter Alamar,108195,14.5811138888889,121.05395,11/25/2022 9:34:41 AM,0.015861,2 CM,121 3 14.22,14 34 52.01,0,,,0,2022
,MMA-5125 (BBM-422),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,UGONG NORTE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,41.1036,0,11/30/1999,1,,,1,09/30/2022,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-5125 is in Metro Manila, Quezon City, Brgy.Ugong Norte. Station is located at the SE corner of the intersection of EDSA and White Plains Ave. Established on the sidewalk, opposite side is the People Power Monument. Mark is the head of 8mm. stainles bolt flushed at the top center of a 20 x 20 cm. concrete monument protruding 30 cm. above the ground with inscription of ""CAD 1331-D, BBM No. 422 Quezon City",Dexter Alamar,108202,14.5995416666667,121.059997222222,11/25/2022 9:36:49 AM,0.016001,2 CM,121 3 35.99,14 35 58.35,0,,,0,2022
,MM-67,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGUMBUHAY,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,35.8567,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-67 is in Metro Manila, City of Quezon, Brgy. Bagumbuhay. Station is located along the north bound of EDSA at the intersection with Main Avenue. Established at the SW corner of a Petron gas station, at the opposite side of Main Avenue is a Shell gas station. Beside the base of an electric post. Mark is the head of 3 copper nail set on a square cement putty with inscription ""MM-67, 2009, NAMRIA"".",Dexter Alamar,108203,14.6137861111111,121.053958333333,11/25/2022 9:41:21 AM,0.014848,1 CM,121 3 14.25,14 36 49.63,0,,,0,2022
,MMA-5026,0,NCR,NCR - SECOND DISTRICT,CITY OF MANDALUYONG,WACK-WACK GREENHILLS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,36.2333,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"STATION MARK : Mark is the head of a 4"" copper nails flushed in a cement embedded in the ground with inscription: ""MANDALUYONG MMA 5026;CAD 586-D; DLSS DENR-NCR 2013"". ACCESS : The station is located at the PUV jeepney station at the starmall and1.70 m left of a street light along Shaw Blvd.",Dexter Alamar,108204,14.5823388888889,121.052569444444,11/25/2022 9:42:02 AM,0.016098,2 CM,121 3 9.25,14 34 56.42,0,,,0,2022
,MM-65,0,NCR,NCR - SECOND DISTRICT,SAN JUAN,BALONG-BATO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,6.3027,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-65 is in Metro Manila, City of San Juan, Brgy. Balong Bato. Station is located along the Quiapo bound of R. Magsaysay Blvd. Established at the NE end of the concrete rail guard of Lambingan Bridge. opposite side is a Police Station. Mark is the head of a 3 copper nail set on a square cement putty with inscription ""MM-65, 2009, NAMRIA"".",Dexter Alamar,108206,14.6090833333333,121.022030555556,11/25/2022 9:29:24 AM,0.017502,2 CM,121 1 19.31,14 36 32.7,0,,,0,2022
,MMA-3769 (BBM-225),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,MANGGA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,41.2443,0,11/30/1999,1,,,1,09/30/2022,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"ACCESS : The monument is located along the Aurora Blvd. Avenue going to Katipunan Avenue on the leftbank of Mangga Creek. ""STATION MARK: Mark is the head of 8 mm. stainless bolt flushed at the top center of a 20x20x100 cm. concrete monument protruding 30 cm. above the ground with inscription of ''Cad. 1331-D, BBM NO. 225, Quezon City'' boundary of Barangay Mangga, Bagumbuhay and Silangan. """,Dexter Alamar,108224,14.6274194444444,121.062608333333,11/25/2022 1:16:21 PM,0.011229,1 CM,121 3 45.39,14 37 38.71,0,,,0,2022
,MMA-5091 (BBM-227),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,MARILAG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,48.5796,0,11/30/1999,1,,,1,09/30/2022,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-5091 (BBM-227) The monument is located at the southwest intersection corner of aurora blvd. and P. Burgos Street going to katipunan ave. opposite of aurora market.Mark is the head of 8mm. stainles bolt flushed at the top center of a 20x20x100 cm. concrete monument protruding 30cm above the ground with inscription of ""Cad. 1331-d BBM no. 227 Quezon City""",Dexter Alamar,108225,14.6297388888889,121.070563888889,11/25/2022 1:17:16 PM,0.009118,1 CM,121 4 14.03,14 37 47.06,0,,,0,2022
,MMA-3712 (BBM-106),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,SACRED HEART,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,32.5707,0,11/30/1999,1,,,1,09/30/2022,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3712 is in Metro Manila, Quezon City, Brgy. Sacred Heart. Station is located at the NW corner of the intersection of EDSA and Kamias Road. Established on the sidewalk at the SE corner of a Mercury drugstore, situated infront of 4 electric posts. Mark is the head of 8 mm. stainless bolt flushed on top center of a 20 x 20 cm. concrete monument protruding 30 cm. above the ground with inscription ""Cad. 1331-D, BBM No. 106, Quezon City"", boundary of Brgy. Sacred Heart and Kamuning.",Dexter Alamar,108226,14.6307277777778,121.045597222222,11/25/2022 1:19:29 PM,0.016019,2 CM,121 2 44.15,14 37 50.62,0,,,0,2022
,MM-867 (BBM238) 2022,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,CAMP AGUINALDO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,37.8047,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-867 (BBM-238) is in Metro Manila, City of Quezon, Brgy. Camp Aguinaldo. Station is located at the SE corner of the intersection of EDSA and Boni Serrano Ave. Established in a triangular island sorounded by stop light post, street light post, wooden electric post and 2 concrete wire support posts. Mark is the head of an stainless bolt embedded, centered and flushed in a 20 x 20 cm. concrete monument protruding about 25 cm. with inscriptions ""BL CRAME, BBM No. 238, CAD 1331-D, QUEZON CITY"".",Dexter Alamar,108230,14.6109083333333,121.055258333333,11/25/2022 9:40:16 AM,0.015186,2 CM,121 3 18.93,14 36 39.27,0,,,0,
,MMA-4564,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,BAGONG ILOG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,5.4687,0,11/30/1999,1,,,1,09/30/2022,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-4564 is in Metro Manila, City of Pasig, Brgy. Bagong Ilog. It is located along C-5 Road. Established on the sidewalk, at the service road to Pasig proper, right side of the upway part of Bagong Ilong Flyover to Makati. About 70 meters from the corner of Canley Road ( formerly Danny Floro St.). Mark is the head of a 4 in. copper nail centered on a 25 x 25 cm. concrete monument with inscription ""PASIG MMA 4564, CAD 579 D, GEOLINK, LMS DENR 2013"".",Dexter Alamar,108228,14.5690777777778,121.070702777778,11/25/2022 9:47:11 AM,0.015813,2 CM,121 4 14.53,14 34 8.68,0,,,0,2022
,MM-295,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,KAPITOLYO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,37.8529,0,11/30/1999,1,,,1,09/30/2022,1,2,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-295 is in Metro Manila, City of Pasig, Brgy. Kapitolyo. Station is located along Shaw Boulevard at the intersection with San Miguel Ave. Established on the sidewalk beside the concrete footing of a street name sign and KM Post 11 fronting One San Miguel Avenue Building. about 12 m. SE of the gate of Lourdes School of Mandaluyong. Mark is the head of a 4 in. copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-295, 2012, NAMRIA"".",Dexter Alamar,108205,14.5782944444444,121.057188888889,11/25/2022 9:54:57 AM,0.015967,2 CM,121 3 25.88,14 34 41.86,0,,,0,2022
,MMA-5071,0,NCR,NCR - SECOND DISTRICT,CITY OF MANDALUYONG,ADDITION HILLS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,8.8909,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-5071 is in Metro Manila, City of Mandaluyong, Brgy. Addition Hills. Station is located along Shaw Boulevard. Established on the sidewalk of the Pasig bound lane, situated at the NW corner of an abandoned Flying V Gas Station infront of Dumlao Sports Center ""Mark is the head of a 4 inches copper nail centered and flushed in a concrete monument with inscriptions: """"MANDALUYONG, MMA 5071, CAD 586-D, DLSS, DENR-NCR, 2013"""". """,Dexter Alamar,108207,14.5893694444444,121.038161111111,11/25/2022 9:43:49 AM,0.017562,2 CM,121 2 17.38,14 35 21.73,0,,,0,2022
,MMA-5060,0,NCR,NCR - SECOND DISTRICT,CITY OF MANDALUYONG,DAANG BAKAL,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,2.6198,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-5060 is in Metro Manila, City of Mandaluyong, Brgy. Daang Bakal. Station is located at the intersection of F Bernardo and Romualdez Streets. Established on the sidewalk about 5.8 meters N of an electric post. Mark is the head of a 4 inches copper nail set at the center of a 20 x 20 cm. cement putty with inscriptions ""MANDALUYONG, MMA-5060, CAD 586-D, DLSS DENR-NCR, 2013"".",Dexter Alamar,108208,14.5936833333333,121.028763888889,11/25/2022 9:45:11 AM,0.018003,2 CM,121 1 43.55,14 35 37.26,0,,,0,2022
,MMA4564,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,BAGONG ILOG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-4564 is in Metro Manila, City of Pasig, Barangay of Bagong Ilog. It is located at the sidewalk, along service road and 70 meters corner Danny floro st/ canley road. Mark is the head of a 4 in. copper nail centered on a 25 x 25 cm. concrete monument with inscription ""PASIG MMA 4564, CAD 579 D, GEOLINK, LMS DENR 2013"".",Dexter Alamar,108209,14.5690777777778,121.070702777778,11/07/2022 1:49:55 PM,0.0,,121 4 14.53,14 34 8.68,0,,,0,2022
,MMA-3083,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,ORANBO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,38.7235,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3083 is in Metro Manila, City Of Pasig, Brgy. Oranbo. Station is located in a ""Y"" intersection of Shaw Blvd., Pasig Blvd. and Hillcrest Drive. Established in a triangular island underneath the pedestrian overpass infront of Orchids Hotel. Mark is the head of a 4"" copper nail embedded on the center of a 25 x 25 cm. ct putty with inscriptions that read ""MMA-3083, 2008 LMS-NCR"".",Dexter Alamar,108210,14.5703777777778,121.066488888889,11/25/2022 9:51:37 AM,0.015993,2 CM,121 3 59.36,14 34 13.36,0,,,0,2022
,MMA-3068,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,ESCOPA III,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,50.0479,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3068 is in the National Capital Region (NCR), City of Quezon, Barangay Escopa III. It is located on the sidewalk along Katipunan Avenue Southbound. Infront of a Gawad Kalinga building. About 4 m. ""N"" of a green road signboard (B. Serrano; Ortigas Ave.; Uptown Bonifacio) and about 300 m. from P. Tuazon Blvd. Mark is the head of a 4"" copper nail embedded on the center of a 25 x 25 cm cement putty with inscriptions ""MMA-3068, 2008 LMS-NCR"".",Dexter Alamar,108211,14.6264444444444,121.07415,11/25/2022 10:01:27 AM,0.005705,1 CM,121 4 26.94,14 37 35.2,0,,,0,2022
,MMA-3176,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAYANIHAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,48.5943,0,11/30/1999,1,,,1,09/30/2022,1,1,8,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3176 is in the Province of Metro Manila, Quezon City, Barangay Bayanihan at the intersection of Col. Bonny Sereno Avenue and Katipunan Avenue. It is located at the center island infront of Petron Gasoline Station. Mark is the head of a 8mm stainless steel bolt embedded on the center of a 25cm x 25cm cement putty with inscription ""MMA; 3176; 2009; LMS NCR"".",Dexter Alamar,108212,14.614725,121.070563888889,11/25/2022 10:02:21 AM,0.007117,1 CM,121 04 14.03,14 36 53.01,0,,,0,2022
,MM-94,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,LIBIS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,26.5123,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-94 is in the Province of Metro Manila, Quezon City, Barangay Libis along E. Rodriguez Jr. Avenue. It is located at the top of curve along Katipunan Road (underpass) being elevated 15cm from the road. It is located 4cm from the concrete column post of C-5 Interchange, approximately 40m SW of Blue Ridge B gate, and 20m SE of footbridge. Mark is a 3"" copper nail centered and embedded on a 15cm x 15cm cement putty with inscription ""MM-94; 2009; NAMRIA"".",Dexter Alamar,108213,14.6155444444444,121.073694444444,11/25/2022 10:02:53 AM,0.008561,1 CM,121 4 25.3,14 36 55.96,0,,,0,2022
,MM-678 (C5-BM1),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,LIBIS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,14.7875,0,11/30/1999,1,,,1,09/30/2022,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"C5-BM-1 is in the Province of Metro Manila, City of Quezon, Barangay of Libis. The station is located at the sidewalk ""SE"" corner of the intersection of C-5 Road and Mercury Avenue. Mark is the head of a 4"" brass rod cemented and flushed with inscription ""C-5; BM-1; 2015"".",Dexter Alamar,108214,14.6116555555556,121.075716666667,11/25/2022 10:50:54 AM,0.010199,1 CM,121 4 32.58,14 36 41.96,0,,,0,2022
,MM-677 (OS-2),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGUMBAYAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,7.875,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"OS-2 is in the Province of Metro Manila, Quezon City, Barangay Bagumbayan along E. Rodriguez Jr. Avenue and about 20m E of road centerline. The station is located on a concrete sidewalk of a concrete bridge, 0.27m from S end of pavement and about 60m N of Calle Industria Road. Mark is a 1/2"" diameter brass rod set flushed and centered on a cement putty with inscription ""BCGS; OS-2; 1977"".",Dexter Alamar,108215,14.6008277777778,121.079191666667,11/25/2022 10:51:29 AM,0.011707,1 CM,121 4 45.09,14 36 2.98,0,,,0,2022
,MM-95,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,UGONG NORTE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,6.839,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-95 is in the Province of Metro Manila, City of Pasig, Barangay Ugong Norte along E. Rodriguez Avenue. It is located at the Mini-Park under C-5 flyover road bound to Pasig. It is about 1.5m Eof the S bound lane of E. Rodriguez Avenue. Mark is the head of a 3"" copper nail centered and embedded on a 15cm x 15cm cement putty with inscription ""MM-95; 2009; NAMRIA"". Note: Reported lost by Geodesy Division on September 2023.",Virgilio B. Almuete,108217,14.5912222222222,121.079763888889,01/08/2024 2:26:47 PM,0.014012,1 CM,121 4 47.15,14 35 28.4,0,,,0,2022
,MM-720 (TBM-7)(2),0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,UGONG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,5.4686,0,11/30/1999,1,,,1,09/30/2022,1,1,28,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-7 is in the Province of Metro Manila, City of Pasig, Barangay Ugong. It is located at the concrete base of an un-installed Street Light Post at the NW corner of the intersection of Julia Vargas Ave. and E. Rodriguez Jr. Ave. (C-5 Road), infront of a Shell Gasoline Station Mark is the top of a 1 inch iron bolt at the concrete base of a un-installed street light post.",Ferdinand F. Fernandez,108218,14.5829472222222,121.076869444444,09/05/2023 9:03:44 AM,0.01492,1 CM,121 4 36.73,14 34 58.61,0,,,0,2022
