station_id,station_name,region,province,city,barangay,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,utm_northing,utm_easting,utm_zone,horizontal_date_entry,horizontal_datum,horizontal_reference,horizontal_authority,horizontal_order,date_established,date_est_month,date_est_year,date_est_day,horizontal_date_computed,horizontal_fix,ellipsoidal_height,mark_status,mark_type,mark_const,authority,wgs84_north_degrees,wgs84_north_minutes,wgs84_north_seconds,wgs84_east_degrees,wgs84_east_minutes,wgs84_east_seconds,latitude,longitude,ellipz,description,encoder,status,IsAdopted,AdoptedBy,dateUpdated,utm_x,utm_y,utm_zone_alt,utm_x_wgs84,utm_y_wgs84,utm_zone_wgs84,accuracy_class,error_ellipse,height_error,itrf_lat_dd,itrf_lat_mm,itrf_lat_ss,itrf_lon_dd,itrf_lon_mm,itrf_lon_ss,itrf_ell_hgt,itrf_ell_err,itrf_hgt_err,latitude_decimal,longitude_decimal
,MMA-3506,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,BAGUMBONG,11/30/1999,LUZON,14,45,25.45548,121,1,30.73338,1631928.325,502713.609,3.0,01/27/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,59.734,1,18,10,NAMRIA,121,1,35.61381,14,45,20.00337,14.7555564916667,121.026559391667,102.887,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3452 2011 ; LMS-NCR"". This is at the center island of Saranay Road along Ilang-Ilang Street. ACCESS: From Camarin Road take Congressional Road exit, turn left to Saranay Road, after Ilang-Ilang Street near a concrete marker is where GCP of LMS-NCR-MMA-3506 is located.",TIM,1,0,,09/02/2020 11:19:57 AM,287417.149,1632290.414,51,287564.49002,1632221.80806,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.757070966666667,121.02520371666667
,MMA-3507,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,BARANGAY 178,11/30/1999,LUZON,14,45,29.83989,121,3,8.55226,1632063.571,505639.096,3.0,01/27/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,87.05377,1,18,10,NAMRIA,121,3,13.43246,14,45,24.38969,14.7567749138889,121.053731238889,130.269,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3506 2011 ; LMS-NCR"". This is located along Zapote road corner Susano Road. ACCESS: From Zabarte Town Center turn right to Camarin Road go straight ahead to Zapote road, in front of PTT gas station and near Brgy. Hall and Camarin Elementary School, on the tip of concrete planters is where the GCP of LMS-NCR-MMA-3507 is located.",TIM,1,0,86.329M EGM2008,01/24/2022 7:54:51 AM,290344.312,1632399.654,51,290491.62524,1632331.1348,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.758288858333334,121.05237562777778
,MMA-3508,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,BARANGAY 178,11/30/1999,LUZON,14,45,30.80641,121,3,20.95182,1632093.363,506009.926,3.0,01/27/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,82.66415,1,18,10,NAMRIA,121,3,25.83198,14,45,25.35643,14.7570434527778,121.05717555,125.887,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3508 2011 ; LMS-NCR"". This is located along Susano Road. ACCESS: From Zabarte Town Center turn right to Camarin Road go straight ahead to Zapote Road, in front of PTT gas station and near Brgy. Hall and Camarin Elementary School, look for police station and some other establishment on the sidewalk where the GCP of LMS-NCR-MMA-3508 is located.",TIM,1,0,,01/24/2022 7:55:04 AM,290715.465,1632426.151,51,290862.77354,1632357.64322,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.758557336111112,121.05581995
,MMA-3509 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,BRGY. 650,11/30/1999,LUZON,14,35,25.39466,120,58,1.99791,1613487.6,496468.18,3.0,01/27/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,4.534,1,18,10,NAMRIA,120,58,6.89289,14,35,19.97653,14.5888823694444,120.968581358333,48.021,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3509 2011 ; LMS-NCR"". This is located along A. Delgado (Chicago) ACCESS: From Manila City Hall take Padre Burgos going to Roxas Blvd., take a turn to Anda Circle going to 13th St. (Roberto S. Oca Sr.) on corner of A. Delgado St. (Chicago) on the sidewalk near street sign is where GCP of LMS-NCR-MMA-3509 is located. Reported lost by Geidesy personnel last December 2021",Jay Cepe,1,0,,12/20/2021 1:48:47 PM,281007.396,1613901.5,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.590387405555557,120.96722164166667
,MMA-3510 (DISTURBED),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,BRGY. 651,11/30/1999,LUZON,14,35,20.39425,120,58,6.28043,1613333.912,496596.335,3.0,01/27/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,4.902,2,18,10,NAMRIA,120,58,11.17552,14,35,14.97654,14.5874934833333,120.969770977778,48.397,"NOTE: GCP was DISTURBED. STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3510 2011 ; LMS-NCR"". This is located along Roberto S. Oca (13th Street) ACCESS: From Manila City Hall take Padre Burgos going to Roxas Blvd., take a turn to Anda Circle going to 13th Street (Roberto S. Oca Sr.) take a left turn again to A. Delgado Street (Chicago) on the corner of the sidewalk near Street Sign before entering Bureau of Customs is where the GCP of LMS-NCR-MMA-3510 is located.",ysn,1,0,,06/24/2022 8:52:20 AM,281134.225,1613746.653,51,281282.17696,1613678.01945,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.588998402777777,120.96841123055556
,MMA-3511,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,BRGY. 794,11/30/1999,LUZON,14,34,31.358,121,0,8.29882,1611826.727,500248.402,3.0,01/27/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,5.117,1,18,10,NAMRIA,121,0,13.1949,14,34,25.9462,14.5738739444444,121.00366525,48.733,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3511 2011 ; LMS-NCR"". This is located along Onyx Street corner Augusto Francisco Street. ACCESS: From Pedro Gil LRT Station at Taft Avenue proceed to Onyx Street after passing the bridge look for the GCP of LMS-NCR-MMA-3511 in front of 711 store at the corner of A. Francisco Street.",Jay Cepe,1,0,5.376M EGM2008,06/02/2020 4:27:15 PM,284773.747,1612207.06,51,284921.71297,1612138.54846,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.575377222222222,121.00230522777778
,MMA-3512,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,BRGY. 794,11/30/1999,Luzon,14,34,39.82467,121,0,0.07482,1612086.917,500002.24,3.0,01/27/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,6.199,1,18,10,NAMRIA,121,0,4.97071,14,34,34.41214,14.5762255944444,121.001380752778,49.803,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3512 2011 ; LMS-NCR"". This is located along Onyx Street. ACCESS: From Pedro Gil LRT Station at Taft Avenue, proceed to Onyx Street, then stop upon reaching the bridge and look for the GCP of LMS-NCR at the Center Island.",JHO,1,1,6.468m egm2008,12/07/2017,284529.826,1612469.463,51,284677.78658,1612400.94176,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.577729075,121.00002078333333
,MMA-3515,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN MARTIN DE PORRES,11/30/1999,LUZON,14,29,41.99832,121,2,28.50157,1602934.747,504446.582,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,25.693,1,18,10,NAMRIA,121,2,33.40429,14,29,36.60842,14.4935023388889,121.042612302778,69.633,"MMA-3515 The station is located near waiting shed along East service road front of 7/11 convinient store and BPI, opposite side Tindalo st. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3515; 2011; LMS NCR; ABSD"".",jay Cepe,1,0,25.870M EGM2008,05/27/2022 1:26:46 PM,288894.711,1603276.737,51,289042.90854,1603208.42768,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.494999533333333,121.04125043611111
,MMA-3517 (HOLD) (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN MARTIN DE PORRES,11/30/1999,LUZON,14,30,13.94526,120,59,49.78894,1603916.114,499694.262,3.0,01/31/2013,0,PRS92,DENR LMS NCR,4,11/30/1999,0,0,0,11/30/1999,8,4.325,5,18,10,NAMRIA,120,59,54.69115,14,30,8.5497,14.5023749166667,120.998525319444,48.131,"MMA-3517 THE STATION IS LOCATED IN FRONT OF ALLIED BANK, NEAR THE WAITING SHD. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3517; 2011; LMS-NCR; PRS-92"".",TIM,1,0,,09/02/2020 9:43:47 AM,284150.14,1604299.833,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.503873683333333,120.99716359444444
,MMA-3518 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN MARTIN DE PORRES,11/30/1999,LUZON,14,30,20.71746,121,2,8.04904,1604124.528,503833.987,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,09/22/2014,8,19.90882,5,18,10,NAMRIA,121,2,12.950921,14,30,15.32457,14.504256825,121.036930811389,63.804,"MMA-3518 THE STATION IS LOCATED BETWEEN TWO ROADS, THE ROAD GOING TO FTI-HAGONOY AND PASAY AND THE ROAD GOING TO THE BRGY HALL OF SAN MARTIN DE PORRES. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3518; 2011; LMS NCR; ABSD"". Reported as Lost marker by NAMRIA geodesy personnel (mara o.) Reason: new construted concrete",TIM,1,0,,09/02/2020 9:44:12 AM,288292.42,1604472.07,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.50575485,121.03556917777777
,MMA-3519,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SUN VALLEY,11/30/1999,LUZON,14,29,22.27542,121,2,9.71118,1602328.545,503884.037,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,18.795,1,18,10,NAMRIA,121,2,14.6144,14,29,16.88637,14.4880239916667,121.037392888889,62.738,"MMA-3519 THE STATION IS LOCATED IN FRONT OF HOUSE # 4150, NEAR THE BARANGAY HALL OF SUN VALLEY. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3519; 2011; LMS-NCR; ABSD"".",Aries Zafra,1,0,19.019 M EGM2008,02/20/2025 1:14:25 PM,288326.775,1602675.352,51,288474.9956,1602607.03114,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.48952095,121.03603088333332
,MMA-3520,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SANTO NIÑO,11/30/1999,LUZON,14,29,23.50559,121,2,5.59152,1602366.331,503760.673,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,18.495,1,18,10,NAMRIA,121,2,10.49472,14,29,18.11637,14.4883656583333,121.036248533333,62.434,"MMA-3520 THE STATION IS LOCATED IN FRON TOF THE OUR LADY OF THE MOST HOLY ROSARY PARISH CHURCH, ALONG SAMAPAGUITA ST. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3520; 2011; LMS NCR; ABSD"".",Mara,1,1,18.726 M EGM2008,10/02/2018 11:08:04 AM,288203.721,1602714.222,51,288351.94154,1602645.8969,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.489862663888887,121.03488653333334
,MMA-3521,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SUN VALLEY,11/30/1999,LUZON,14,29,35.04946,121,2,9.8947,1602721.107,503889.47,3.0,07/21/2014,0,PRS92,,3,11/30/1999,0,0,0,11/30/1999,8,21.993,1,18,10,NAMRIA,121,2,14.79761,14,29,29.65959,14.4915721083333,121.037443780556,65.926,"MMA-3521 THE STATION IS LOCATED BESIDE OF THE LIGHTPOST, INFRONT OF THE HOUSE #3757. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3521; 2011; LMS NCR; ABSD"".",Mara Chua,1,1,22.210M EGM2008,12/14/2021 9:29:50 AM,288335.64,1603067.931,51,288483.84874,1602999.60709,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.493069294444444,121.03608186111111
,MMA-3522,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SUN VALLEY,11/30/1999,LUZON,14,29,32.98843,121,2,6.3206,1602657.752,503782.46,3.0,07/21/2014,0,PRS92,,3,11/30/1999,0,0,0,11/30/1999,8,22.063,1,18,10,NAMRIA,121,2,11.22357,14,29,27.59891,14.4909996972222,121.036450991667,65.994,"MMA-3522 THE STATION IS LOCATED IN FRONT OF THE HOUSE #3770 AND BATCHING EATERY. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3522; 2011; LMS NCR; ABSD"".",Mary,1,1,22.286M EGM(2008),12/13/2023 11:14:51 AM,288228.058,1603005.501,51,288376.26979,1602937.18395,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.49249678611111,121.03508905555556
,MMA-3522A REOBS 2020.99,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SUN VALLEY,11/01/2020,LUZON,14,29,33.33121,121,2,6.25692,1602668.286,503780.551,3.0,02/11/2021,0,,RASA,1,11/30/1999,0,2020,0,01/07/2021,0,21.10968,1,0,10,NAMRIA,121,2,11.15992,14,29,27.94135,14.4910948194444,121.036433311111,65.041,"The station is located along the sidewalk of Sunvalley drive, near the street light infront of Laundry hub stall beside Monterey Meatshop, and about 4 meters northward from the centerline of the road. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3522A; 2011; LMS NCR; ",Mara Chua,0,0,,02/11/2021 5:05:48 PM,288226.242,1603016.054,51,288374.45389,1602947.72622,51,1.0,0.0,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.492592002777776,121.03507136666667
,MMA-3523,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MERVILLE,11/30/1999,LUZON,14,30,26.8888,121,1,24.47313,1604314.012,502529.237,3.0,07/21/2014,0,PRS92,,3,11/30/1999,0,0,0,11/30/1999,8,13.435,1,18,10,NAMRIA,121,1,29.37489,14,30,21.49454,14.5059707055556,121.024826358333,57.296,"MMA-3523 The station is located in front of World Class Concepts Corp. (WCCC) and about 15 meters away from TOTAL gasoline station. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3523; 2011; LMS NCR; ABSD"".",TIM,1,1,,03/17/2025 7:41:24 AM,286989.107,1604673.001,51,287137.27936,1604604.62253,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.507469111111112,121.02346475833333
,MMA-3523 REOBS 2020.99,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MERVILLE,11/01/2020,LUZON,14,30,26.88995,121,1,24.47131,1604314.047,502529.182,3.0,02/15/2021,0,,RASA,1,11/30/1999,0,2011,0,01/07/2021,0,12.9242,1,18,10,NAMRIA,121,1,29.37311,14,30,21.49567,14.5059710194444,121.024825863889,56.785,"The station is located along the sidewalk of Moonwalk Access Road, left side of the gate of World Class Concepts Corp., about 20 meters northeast from Total Gas Station, and about 4 meters southward from the centerline of the road. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3523; 2011; LMS NCR;",Mara Chua,0,0,,02/15/2021 9:17:22 AM,286989.053,1604673.037,51,287137.22636,1604604.65773,51,1.0,0.0,0.02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.507469430555556,121.02346425277777
,MMA-3524,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MERVILLE,11/30/1999,LUZON,14,30,29.57303,121,1,28.52788,1604396.514,502650.633,3.0,01/14/2013,0,PRS92,,4,01/21/2014,0,0,0,11/30/1999,8,14.694,1,18,10,NAMRIA,121,1,33.42957,14,30,24.17869,14.5067163027778,121.025952658333,58.555,"MMA-3524 Marked is the head of a 4""copper nail flushed in a cement block embedded in the ground with inscriptions MMA-3524 LMS-NCR ABSD 2011"". The station is located in the angle island, about 10 m away from Hoavi Logistics.",jay Cepe,1,0,,09/06/2022 9:53:30 AM,287111.246,1604754.455,51,287259.41436,1604686.07989,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.508214730555556,121.02459107777777
,MMA-3525,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MERVILLE,11/30/1999,LUZON,14,30,40.69224,121,1,45.5922,1604738.281,503161.515,3.0,07/21/2014,0,PRS92,,3,11/30/1999,0,0,0,11/30/1999,8,22.681,1,18,10,NAMRIA,121,1,50.4936,14,30,35.29757,14.5098048805556,121.030692666667,66.545,"MMA-3525 The station is located at the sidewalk along Moonwalk Access, approximately 195 m away from west service road. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3525; 2011; LMS NCR; ABSD"".",jay Cepe,1,0,22.907M EGM2008,09/06/2022 9:53:04 AM,287625.206,1605091.81,51,287773.36047,1605023.44687,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.5113034,121.02933116666667
,MMA-3526 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MERVILLE,11/30/1999,LUZON,14,30,43.33528,121,1,49.94153,1604819.522,503291.727,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,24.373,5,18,10,NAMRIA,121,1,54.84286,14,30,37.94054,14.5105390388889,121.031900794444,68.238,"MMA-3526 THE STATION IS LOCATED ALONG THE SIDEWALK IN C-5 ROAD. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3526; 2011; LMS NCR; ABSD"".",TIM,1,0,24.590M EGM2008,09/02/2020 9:44:36 AM,287756.151,1605171.925,51,287904.30153,1605103.56511,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.512037577777777,121.0305393138889
,MMA-3527,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MARCELO GREEN VILLAGE,11/30/1999,LUZON,14,28,40.11869,121,2,24.58776,1601033.097,504329.724,3.0,01/31/2013,0,PRS92,DENR LMS NCR,4,01/21/2014,1,2011,0,11/30/1999,8,33.406,1,18,10,NAMRIA,121,2,29.49195,14,28,34.73272,14.4763146444444,121.041525541667,77.391,"MMA-3527 The station is located on the sidewalk about 5m from the guard house, in front of the vacant lot. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3527; 2011; LMS-NCR; PRS-92"".",Mara Chua,1,0,33.622 M EGM2008,01/06/2021 9:40:21 AM,288761.22,1601375.797,51,288909.47547,1601307.50083,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.477810747222222,121.04016326666667
,MMA-3528 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MARCELO GREEN VILLAGE,11/30/1999,LUZON,14,28,39.57729,121,2,20.49598,1601016.438,504207.197,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,30.727,5,18,10,NAMRIA,121,2,25.40019,14,28,34.19126,14.4761642388889,121.040388941667,74.711,"MMA-3528 The station is lcoated along Marcelo Ave., on the sidewalk near the vacant lot, in front of the Barangay Hall of Marcelo Green Village. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3528; 2011; LMS-NCR; PRS-92"".",TIM,1,0,,09/02/2020 9:45:21 AM,288638.528,1601360.205,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.477660358333333,121.03902666111111
,MMA-3529 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MARCELO GREEN VILLAGE,11/30/1999,LUZON,14,28,40.78894,121,2,10.94497,1601053.626,503921.183,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,29.217,5,18,10,NAMRIA,121,2,15.84917,14,28,35.40261,14.476500725,121.037735880556,73.193,"MMA-3529 The station is located on the Greenwood in front of house #7243 and #7245. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3529; 2011; LMS-NCR; PRS-92"".",TIM,1,1,29.339 EGM2008,09/02/2020 9:46:01 AM,288352.791,1601399.897,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.477996927777777,121.03637360277777
,MMA-3530 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MARCELO GREEN VILLAGE,11/30/1999,LUZON,14,28,41.67813,121,2,6.10263,1601080.929,503776.174,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,28.359,5,18,10,NAMRIA,121,2,11.00682,14,28,36.29164,14.4767476777778,121.036390783333,72.331,"MMA-3530 The station is locatebeside the post and vacant lot near Ferwood. Mark is the head of a 4"" copper nail set flushed and centered on a concrete monument with inscriptions ""MMA-3530; 2011; LMS-NCR; PRS-92"".",TIM,1,0,,09/02/2020 9:46:31 AM,288207.996,1601428.471,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.478243925,121.03502850833333
,MMA-3531 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,DON BOSCO,11/30/1999,LUZON,14,29,7.46785,121,1,53.3923,1601873.42,503395.451,3.0,07/21/2014,0,PRS92,,3,11/30/1999,0,0,0,11/30/1999,8,18.844,5,18,10,NAMRIA,121,1,58.2959,14,29,2.07939,14.4839109416667,121.032859972222,62.787,"MMA-3531 The station is located in the sidewalk in front of vacant lot located in Dona Solidad. Marked is the head of a 4"" copper nail flushed in a cement block embedded in the ground with inscriptions ""MMA-3531 LMS-NCR ABSD 2011"".",TIM,1,0,,09/02/2020 9:46:48 AM,287834.131,1602224.42,51,287982.36963,1602156.0881,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.48540773611111,121.0314978611111
,MMA-3532,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,DON BOSCO,11/30/1999,LUZON,14,29,8.61714,121,1,48.58363,1601908.72,503251.454,3.0,01/31/2013,0,PRS92,DENR LMS NCR,4,01/21/2014,1,2011,0,11/30/1999,8,17.442,1,18,10,NAMRIA,121,1,53.48721,14,29,3.2285,14.4842301388889,121.031524225,61.381,"MMA-3532 The station is located along Doña Soledad Ave., beside the stop light and in front of BDO. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3532; 2011; LMS-NCR; ABSD"".",TIM,1,1,17.712M EGM2008,10/06/2023 12:57:01 PM,287690.419,1602260.983,51,287838.65703,1602192.64709,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.485726983333333,121.03016211944444
,MMA-3533 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,DON BOSCO,11/30/1999,LUZON,14,29,18.40519,121,1,32.48606,1602209.459,502769.391,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,14.439,5,18,10,NAMRIA,121,1,37.38943,14,29,13.01555,14.4869487638889,121.027052619444,58.359,"MMA-3533 The station is located on the sidewalk in front of a vacant lot, about 20m away from Shell Gasoline Station. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3533; 2011; LMS-NCR; ABS"".",TIM,1,1,14.733 EGM2008,09/02/2020 9:47:25 AM,287210.901,1602565.985,51,287359.1342,1602497.63198,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.48844588611111,121.02569057222222
,MMA-3534,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,DON BOSCO,11/30/1999,LUZON,14,29,20.46726,121,1,26.38565,1602272.809,502586.714,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,16.802,1,18,10,NAMRIA,121,1,31.28898,14,29,15.07735,14.4875214861111,121.02535805,60.717,"MMA-3534 The station is located on the sidewalk in front of the vacant lot and Verco Auto Parts. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3534; 2011; LMS-NCR; ABSD"".",Jay Cepe,1,0,17.107M EGM2008,02/05/2021 11:19:11 AM,287028.746,1602630.942,51,287176.97937,1602562.58306,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.489018683333333,121.02399601388889
,MMA-3534A REOBS 2020.99,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,DON BOSCO,11/01/2020,LUZON,14,29,20.33602,121,1,27.01755,1602268.778,502605.636,3.0,02/15/2021,0,,RASA,1,11/30/1999,0,2020,0,01/07/2021,0,16.11802,1,18,10,NAMRIA,121,1,31.92092,14,29,14.94611,14.4874850305556,121.025533588889,60.033,"The station is located on the sidewalk near the gate of Chateau Village 2, along Doña Soledad Ave. infront of Angel's Burger on the other side of JimMar Bldg. and about 3 meters north from the centerline of the road. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3534A; 2011; LMS-NCR;",Mara Chua,0,0,,02/15/2021 9:20:46 AM,287047.636,1602626.745,51,287195.87042,1602558.38575,51,1.0,0.0,0.02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.488982227777777,121.02417154166666
